date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed
2021-06-23,2293421.0,1126.0,950.571,54299.0,79.0,45.571
2021-06-24,2294669.0,1248.0,930.571,54366.0,67.0,46.429
2021-06-25,2295873.0,1204.0,934.286,54429.0,63.0,47.429
2021-06-26,2296982.0,1109.0,938.571,54473.0,44.0,47.286
2021-06-27,2297801.0,819.0,952.286,54498.0,25.0,46.714
2021-06-28,2298478.0,677.0,965.143,54517.0,19.0,46.429
2021-06-29,2299059.0,581.0,966.286,54531.0,14.0,44.429
2021-06-30,2300101.0,1042.0,954.286,54581.0,50.0,40.286
2021-07-01,2301221.0,1120.0,936.0,54644.0,63.0,39.714
2021-07-02,2302344.0,1123.0,924.429,54687.0,43.0,36.857
2021-07-03,2303485.0,1141.0,929.0,54735.0,48.0,37.429
2021-07-04,2304311.0,826.0,930.0,54758.0,23.0,37.143
2021-07-05,2305013.0,702.0,933.571,54784.0,26.0,38.143
2021-07-06,2306006.0,993.0,992.429,54815.0,31.0,40.571
2021-07-07,2307068.0,1062.0,995.286,54860.0,45.0,39.857
2021-07-08,2308142.0,1074.0,988.714,54894.0,34.0,35.714
2021-07-09,2309264.0,1122.0,988.571,54917.0,23.0,32.857
2021-07-10,2310246.0,982.0,965.857,54949.0,32.0,30.571
2021-07-11,2311025.0,779.0,959.143,54964.0,15.0,29.429
2021-07-12,2311690.0,665.0,953.857,54981.0,17.0,28.143
2021-07-13,2312662.0,972.0,950.857,55030.0,49.0,30.714
2021-07-14,2313705.0,1043.0,948.143,55066.0,36.0,29.429
2021-07-15,2314828.0,1123.0,955.143,55097.0,31.0,29.0
2021-07-16,2316081.0,1253.0,973.857,55124.0,27.0,29.571
2021-07-17,2317198.0,1117.0,993.143,55151.0,27.0,28.857
2021-07-18,2318035.0,837.0,1001.429,55170.0,19.0,29.429
2021-07-19,2318752.0,717.0,1008.857,55183.0,13.0,28.857
2021-07-20,2319886.0,1134.0,1032.0,55221.0,38.0,27.286
2021-07-21,2321081.0,1195.0,1053.714,55245.0,24.0,25.571
2021-07-22,2322340.0,1259.0,1073.143,55279.0,34.0,26.0
2021-07-23,2323638.0,1298.0,1079.571,55311.0,32.0,26.714
2021-07-24,2324935.0,1297.0,1105.286,55347.0,36.0,28.0
2021-07-25,2325776.0,841.0,1105.857,55369.0,22.0,28.429
2021-07-26,2326550.0,774.0,1114.0,55381.0,12.0,28.286
2021-07-27,2327777.0,1227.0,1127.286,55420.0,39.0,28.429
2021-07-28,2329044.0,1267.0,1137.571,55449.0,29.0,29.143
2021-07-29,2330440.0,1396.0,1157.143,55489.0,40.0,30.0
2021-07-30,2331950.0,1510.0,1187.429,55521.0,32.0,30.0
2021-07-31,2333409.0,1459.0,1210.571,55556.0,35.0,29.857
2021-08-01,2334433.0,1024.0,1236.714,55577.0,21.0,29.714
2021-08-02,2335237.0,804.0,1241.0,55596.0,19.0,30.714
2021-08-03,2336603.0,1366.0,1260.857,55643.0,47.0,31.857
2021-08-04,2338123.0,1520.0,1297.0,55707.0,64.0,36.857
2021-08-05,2339731.0,1608.0,1327.286,55755.0,48.0,38.0
2021-08-06,2341399.0,1668.0,1349.857,55792.0,37.0,38.714
2021-08-07,2343046.0,1647.0,1376.714,55836.0,44.0,40.0
2021-08-08,2344260.0,1214.0,1403.857,55867.0,31.0,41.429
2021-08-09,2345166.0,906.0,1418.429,55890.0,23.0,42.0
2021-08-10,2346560.0,1394.0,1422.429,55937.0,47.0,42.0
2021-08-11,2348295.0,1735.0,1453.143,55977.0,40.0,38.571
2021-08-12,2350163.0,1868.0,1490.286,56021.0,44.0,38.0
2021-08-13,2352042.0,1879.0,1520.429,56085.0,64.0,41.857
2021-08-14,2354008.0,1966.0,1566.0,56126.0,41.0,41.429
2021-08-15,2355317.0,1309.0,1579.571,56159.0,33.0,41.714
2021-08-16,2356345.0,1028.0,1597.0,56190.0,31.0,42.857
2021-08-17,2357844.0,1499.0,1612.0,56237.0,47.0,42.857
2021-08-18,2359893.0,2049.0,1656.857,56297.0,60.0,45.714
2021-08-19,2362052.0,2159.0,1698.429,56352.0,55.0,47.286
2021-08-20,2364242.0,2190.0,1742.857,56399.0,47.0,44.857
2021-08-21,2366560.0,2318.0,1793.143,56457.0,58.0,47.286
2021-08-22,2368150.0,1590.0,1833.286,56498.0,41.0,48.429
2021-08-23,2369339.0,1189.0,1856.286,56526.0,28.0,48.0
2021-08-24,2370604.0,1265.0,1822.857,56573.0,47.0,48.0
2021-08-25,2371895.0,1291.0,1714.571,56616.0,43.0,45.571
2021-08-26,2374012.0,2117.0,1708.571,56682.0,66.0,47.143
2021-08-27,2376571.0,2559.0,1761.286,56769.0,87.0,52.857
2021-08-28,2379159.0,2588.0,1799.857,56847.0,78.0,55.714
2021-08-29,2381553.0,2394.0,1914.714,56900.0,53.0,57.429
2021-08-30,2382769.0,1216.0,1918.571,56934.0,34.0,58.286
2021-08-31,2384564.0,1795.0,1994.286,57004.0,70.0,61.571
2021-09-01,2387052.0,2488.0,2165.286,57066.0,62.0,64.286
2021-09-02,2389923.0,2871.0,2273.0,57129.0,63.0,63.857
2021-09-03,2393002.0,3079.0,2347.286,57192.0,63.0,60.429
2021-09-04,2395616.0,2614.0,2351.0,57236.0,44.0,55.571
2021-09-05,2397758.0,2142.0,2315.0,57287.0,51.0,55.286
2021-09-06,2398900.0,1142.0,2304.429,57319.0,32.0,55.0
2021-09-07,2401462.0,2562.0,2414.0,57392.0,73.0,55.429
2021-09-08,2404585.0,3123.0,2504.714,57472.0,80.0,58.0
2021-09-09,2408595.0,4010.0,2667.429,57552.0,80.0,60.429
2021-09-10,2412543.0,3948.0,2791.571,57648.0,96.0,65.143
2021-09-11,2416739.0,4196.0,3017.571,57735.0,87.0,71.286
2021-09-12,2419254.0,2515.0,3070.857,57772.0,37.0,69.286
2021-09-13,2420776.0,1522.0,3125.143,57797.0,25.0,68.286
2021-09-14,2424416.0,3640.0,3279.143,57913.0,116.0,74.429
2021-09-15,2429354.0,4938.0,3538.429,58025.0,112.0,79.0
2021-09-16,2435404.0,6050.0,3829.857,58146.0,121.0,84.857
2021-09-17,2442344.0,6940.0,4257.286,58265.0,119.0,88.143
2021-09-18,2448908.0,6564.0,4595.571,58363.0,98.0,89.714
2021-09-19,2453240.0,4332.0,4855.143,58422.0,59.0,92.857
2021-09-20,2455873.0,2633.0,5013.857,58477.0,55.0,97.143
2021-09-21,2461415.0,5542.0,5285.571,58629.0,152.0,102.286
2021-09-22,2468567.0,7152.0,5601.857,58754.0,125.0,104.143
2021-09-23,2476848.0,8281.0,5920.571,58895.0,141.0,107.0
2021-09-24,2486343.0,9495.0,6285.571,59053.0,158.0,112.571
2021-09-25,2495068.0,8725.0,6594.286,59202.0,149.0,119.857
2021-09-26,2500198.0,5130.0,6708.286,59281.0,79.0,122.714
2021-09-27,2503710.0,3512.0,6833.857,59384.0,103.0,129.571
2021-09-28,2510781.0,7071.0,7052.286,59540.0,156.0,130.143
2021-09-29,2520986.0,10205.0,7488.429,59768.0,228.0,144.857
2021-09-30,2533301.0,12315.0,8064.714,59980.0,212.0,155.0
2021-10-01,2545904.0,12603.0,8508.714,60164.0,184.0,158.714
2021-10-02,2558300.0,12396.0,9033.143,60380.0,216.0,168.286
2021-10-03,2566875.0,8575.0,9525.286,60514.0,134.0,176.143
2021-10-04,2572327.0,5452.0,9802.429,60634.0,120.0,178.571
2021-10-05,2582818.0,10491.0,10291.0,60970.0,336.0,204.286
2021-10-06,2596134.0,13316.0,10735.429,61309.0,339.0,220.143
2021-10-07,2611928.0,15794.0,11232.429,61637.0,328.0,236.714
2021-10-08,2628975.0,17047.0,11867.286,61893.0,256.0,247.0
2021-10-09,2645597.0,16622.0,12471.0,62157.0,264.0,253.857
2021-10-10,2657699.0,12102.0,12974.857,62332.0,175.0,259.714
2021-10-11,2667304.0,9605.0,13568.143,62550.0,218.0,273.714
2021-10-12,2680076.0,12772.0,13894.0,62921.0,371.0,278.714
2021-10-13,2697176.0,17100.0,14434.571,63414.0,493.0,300.714
2021-10-14,2716867.0,19691.0,14991.286,63847.0,433.0,315.714
2021-10-15,2731325.0,14458.0,14621.429,64068.0,221.0,310.714
2021-10-16,2745165.0,13840.0,14224.0,64367.0,299.0,315.714
2021-10-17,2757328.0,12163.0,14232.714,64603.0,236.0,324.429
2021-10-18,2767743.0,10415.0,14348.429,64797.0,194.0,321.0
2021-10-19,2784227.0,16484.0,14878.714,65359.0,562.0,348.286
2021-10-20,2804050.0,19823.0,15267.714,65876.0,517.0,351.714
2021-10-21,2827388.0,23338.0,15788.714,66447.0,571.0,371.429
2021-10-22,2852109.0,24721.0,17254.857,67087.0,640.0,431.286
2021-10-23,2876288.0,24179.0,18731.857,67597.0,510.0,461.429
2021-10-24,2898049.0,21761.0,20103.0,68008.0,411.0,486.429
2021-10-25,2913666.0,15617.0,20846.143,68365.0,357.0,509.714
2021-10-26,2933778.0,20112.0,21364.429,69130.0,765.0,538.714
2021-10-27,2957359.0,23581.0,21901.286,69854.0,724.0,568.286
2021-10-28,2984456.0,27097.0,22438.286,70475.0,621.0,575.429
2021-10-29,3012370.0,27914.0,22894.429,71141.0,666.0,579.143
2021-10-30,3039616.0,27246.0,23332.571,71710.0,569.0,587.571
2021-10-31,3058108.0,18492.0,22865.571,72073.0,363.0,580.714
2021-11-01,3073125.0,15017.0,22779.857,72402.0,329.0,576.714
2021-11-02,3093661.0,20536.0,22840.429,73136.0,734.0,572.286
2021-11-03,3118140.0,24479.0,22968.714,73888.0,752.0,576.286
2021-11-04,3146617.0,28477.0,23165.857,74617.0,729.0,591.714
2021-11-05,3174223.0,27606.0,23121.857,75346.0,729.0,600.714
2021-11-06,3200411.0,26188.0,22970.714,76175.0,829.0,637.857
2021-11-07,3218967.0,18556.0,22979.857,76657.0,482.0,654.857
2021-11-08,3233178.0,14211.0,22864.714,77156.0,499.0,679.143
2021-11-09,3253327.0,20149.0,22809.429,78017.0,861.0,697.286
2021-11-10,3277772.0,24445.0,22804.571,78865.0,848.0,711.0
2021-11-11,3303694.0,25922.0,22439.571,79548.0,683.0,704.429
2021-11-12,3328934.0,25240.0,22101.571,80330.0,782.0,712.0
2021-11-13,3353694.0,24760.0,21897.571,81054.0,724.0,697.0
2021-11-14,3369387.0,15693.0,21488.571,81482.0,428.0,689.286
2021-11-15,3381399.0,12012.0,21174.429,81948.0,466.0,684.571
2021-11-16,3398913.0,17514.0,20798.0,82813.0,865.0,685.143
2021-11-17,3418792.0,19879.0,20145.714,83609.0,796.0,677.714
2021-11-18,3440602.0,21810.0,19558.286,84393.0,784.0,692.143
2021-11-19,3461873.0,21271.0,18991.286,85151.0,758.0,688.714
2021-11-20,3481347.0,19474.0,18236.143,85847.0,696.0,684.714
2021-11-21,3493203.0,11856.0,17688.0,86260.0,413.0,682.571
2021-11-22,3501815.0,8612.0,17202.286,86615.0,355.0,666.714
2021-11-23,3515641.0,13826.0,16675.429,87371.0,756.0,651.143
2021-11-24,3530969.0,15328.0,16025.286,87999.0,628.0,627.143
2021-11-25,3548842.0,17873.0,15462.857,88664.0,665.0,610.143
2021-11-26,3565644.0,16802.0,14824.429,89307.0,643.0,593.714
2021-11-27,3580671.0,15027.0,14189.143,89911.0,604.0,580.571
2021-11-28,3588916.0,8245.0,13673.286,90345.0,434.0,583.571
2021-11-29,3595410.0,6494.0,13370.714,90673.0,328.0,579.714
2021-11-30,3606622.0,11212.0,12997.286,91268.0,595.0,556.714
2021-12-01,3619223.0,12601.0,12607.714,91860.0,592.0,551.571
2021-12-02,3633386.0,14163.0,12077.714,92418.0,558.0,536.286
2021-12-03,3647777.0,14391.0,11733.286,92960.0,542.0,521.857
2021-12-04,3661583.0,13806.0,11558.857,93426.0,466.0,502.143
2021-12-05,3668794.0,7211.0,11411.143,93734.0,308.0,484.143
2021-12-06,3673839.0,5045.0,11204.143,94002.0,268.0,475.571
2021-12-07,3683044.0,9205.0,10917.429,94499.0,497.0,461.571
2021-12-08,3692939.0,9895.0,10530.857,94979.0,480.0,445.571
2021-12-09,3705823.0,12884.0,10348.143,95478.0,499.0,437.143
2021-12-10,3717640.0,11817.0,9980.429,95952.0,474.0,427.429
2021-12-11,3728246.0,10606.0,9523.286,96427.0,475.0,428.714
2021-12-12,3733967.0,5721.0,9310.429,96695.0,268.0,423.0
2021-12-13,3738390.0,4423.0,9221.571,96910.0,215.0,415.429
2021-12-14,3746106.0,7716.0,9008.857,97328.0,418.0,404.143
2021-12-15,3754567.0,8461.0,8804.0,97714.0,386.0,390.714
2021-12-16,3764485.0,9918.0,8380.286,98097.0,383.0,374.143
2021-12-17,3773700.0,9215.0,8008.571,98453.0,356.0,357.286
2021-12-18,3781506.0,7806.0,7608.571,98769.0,316.0,334.571
2021-12-19,3785395.0,3889.0,7346.857,98972.0,203.0,325.286
2021-12-20,3788209.0,2814.0,7117.0,99153.0,181.0,320.429
2021-12-21,3794490.0,6281.0,6912.0,99528.0,375.0,314.286
2021-12-22,3801079.0,6589.0,6644.571,99856.0,328.0,306.0
2021-12-23,3808612.0,7533.0,6303.857,100159.0,303.0,294.571
2021-12-24,3815440.0,6828.0,5962.857,100433.0,274.0,282.857
2021-12-25,3820891.0,5451.0,5626.429,100727.0,294.0,279.714
2021-12-26,3823879.0,2988.0,5497.714,100891.0,164.0,274.143
2021-12-27,3825917.0,2038.0,5386.857,101049.0,158.0,270.857
2021-12-28,3828336.0,2419.0,4835.143,101212.0,163.0,240.571
2021-12-29,3833952.0,5616.0,4696.143,101548.0,336.0,241.714
2021-12-30,3840041.0,6089.0,4489.857,101847.0,299.0,241.143
2021-12-31,3847226.0,7185.0,4540.857,102088.0,241.0,236.429
2022-01-01,3852397.0,5171.0,4500.857,102300.0,212.0,224.714
2022-01-02,3854405.0,2008.0,4360.857,102421.0,121.0,218.571
2022-01-03,3856359.0,1954.0,4348.857,102558.0,137.0,215.571
2022-01-04,3858248.0,1889.0,4273.143,102717.0,159.0,215.0
2022-01-05,3862959.0,4711.0,4143.857,103014.0,297.0,209.429
2022-01-06,3869728.0,6769.0,4241.0,103225.0,211.0,196.857
2022-01-07,3877032.0,7304.0,4258.0,103434.0,209.0,192.286
2022-01-08,3880371.0,3339.0,3996.286,103523.0,89.0,174.714
2022-01-09,3883316.0,2945.0,4130.143,103615.0,92.0,170.571
2022-01-10,3885416.0,2100.0,4151.0,103716.0,101.0,165.429
2022-01-11,3890974.0,5558.0,4675.143,103950.0,234.0,176.143
2022-01-12,3898240.0,7266.0,5040.143,104159.0,209.0,163.571
2022-01-13,3908469.0,10229.0,5534.429,104367.0,208.0,163.143
2022-01-14,3919151.0,10682.0,6017.0,104521.0,154.0,155.286
2022-01-15,3929950.0,10799.0,7082.714,104663.0,142.0,162.857
2022-01-16,3936582.0,6632.0,7609.429,104765.0,102.0,164.286
2022-01-17,3941923.0,5341.0,8072.429,104856.0,91.0,162.857
2022-01-18,3950774.0,8851.0,8542.857,105059.0,203.0,158.429
2022-01-19,3963917.0,13143.0,9382.429,105236.0,177.0,153.857
2022-01-20,3982738.0,18821.0,10609.857,105380.0,144.0,144.714
2022-01-21,4003280.0,20542.0,12018.429,105545.0,165.0,146.286
2022-01-22,4026198.0,22918.0,13749.714,105693.0,148.0,147.143
2022-01-23,4042152.0,15954.0,15081.429,105791.0,98.0,146.571
2022-01-24,4055643.0,13491.0,16245.714,105871.0,80.0,145.0
2022-01-25,4075351.0,19708.0,17796.714,106047.0,176.0,141.143
2022-01-26,4100292.0,24941.0,19482.143,106205.0,158.0,138.429
2022-01-27,4133396.0,33104.0,21522.571,106373.0,168.0,141.857
2022-01-28,4168560.0,35164.0,23611.429,106529.0,156.0,140.571
2022-01-29,4206731.0,38171.0,25790.429,106690.0,161.0,142.429
2022-01-30,4232143.0,25412.0,27141.571,106793.0,103.0,143.143
2022-01-31,4255206.0,23063.0,28509.0,106880.0,87.0,144.143
2022-02-01,4287117.0,31911.0,30252.286,107086.0,206.0,148.429
2022-02-02,4323009.0,35892.0,31816.714,107303.0,217.0,156.857
2022-02-03,4363754.0,40745.0,32908.286,107524.0,221.0,164.429
2022-02-04,4408776.0,45022.0,34316.571,107712.0,188.0,169.0
2022-02-05,4452612.0,43836.0,35125.857,107907.0,195.0,173.857
2022-02-06,4481918.0,29306.0,35682.143,108027.0,120.0,176.286
2022-02-07,4506669.0,24751.0,35923.286,108151.0,124.0,181.571
2022-02-08,4542568.0,35899.0,36493.0,108417.0,266.0,190.143
2022-02-09,4582137.0,39569.0,37018.286,108668.0,251.0,195.0
2022-02-10,4625614.0,43477.0,37408.571,108958.0,290.0,204.857
2022-02-11,4668581.0,42967.0,37115.0,109206.0,248.0,213.429
2022-02-12,4708604.0,40023.0,36570.286,109483.0,277.0,225.143
2022-02-13,4735258.0,26654.0,36191.429,109635.0,152.0,229.714
2022-02-14,4753922.0,18664.0,35321.857,109788.0,153.0,233.857
2022-02-15,4785138.0,31216.0,34652.857,110105.0,317.0,241.143
2022-02-16,4818112.0,32974.0,33710.714,110427.0,322.0,251.286
2022-02-17,4853339.0,35227.0,32532.143,110698.0,271.0,248.571
2022-02-18,4890332.0,36993.0,31678.714,110989.0,291.0,254.714
2022-02-19,4923680.0,33348.0,30725.143,111261.0,272.0,254.0
2022-02-20,4943428.0,19748.0,29738.571,111423.0,162.0,255.429
2022-02-21,4959461.0,16033.0,29362.714,111561.0,138.0,253.286
2022-02-22,4986161.0,26700.0,28717.571,111862.0,301.0,251.0
2022-02-23,5012980.0,26819.0,27838.286,112173.0,311.0,249.429
2022-02-24,5040518.0,27538.0,26739.857,112459.0,286.0,251.571
